BEN_CLASS,IR_MLID,IR_MLNAME,IR_Lat,IR_Long,ASSESS_ID,AU_NAME,R3172ParameterName,BeneficialUse,AssessCat
"1C,2B,3A,4",UTAHDWQ_WQX-4928540,BEAVER CK AT BRIDGE TO LUMBER MILL 1MI AB KAMAS  19,40.63828841,-111.2624064,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Aluminum,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Aluminum,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Aluminum,3A,idE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Aluminum,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Ammonia,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Ammonia,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Ammonia,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Ammonia,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Arsenic,1C,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Arsenic,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Arsenic,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Arsenic,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Minimum Dissolved Oxygen,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Minimum Dissolved Oxygen,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Minimum Dissolved Oxygen,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Minimum Dissolved Oxygen,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,pH,1C,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,pH,2B,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,pH,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,pH,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,"Temperature, water",1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,"Temperature, water",2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,"Temperature, water",3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,"Temperature, water",4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,3A,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929010,BEAVER CK AT BEAVER CK RD XING,40.61637,-111.21153,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Aluminum,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Aluminum,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Aluminum,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Aluminum,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Ammonia,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Ammonia,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Ammonia,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Ammonia,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Arsenic,1C,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Arsenic,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Arsenic,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Arsenic,4,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Minimum Dissolved Oxygen,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Minimum Dissolved Oxygen,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Minimum Dissolved Oxygen,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Minimum Dissolved Oxygen,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,pH,1C,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,pH,2B,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,pH,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,pH,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,"Temperature, water",1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,"Temperature, water",2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,"Temperature, water",3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,"Temperature, water",4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,3A,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929100,BEAVER CK AT USFS BOUNDARY  10,40.63078646,-111.1871251,UT16020101-030_00,Beaver Creek2-Kamas,Total Dissolved Solids,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Aluminum,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Aluminum,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Aluminum,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Aluminum,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Ammonia,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Ammonia,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Ammonia,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Ammonia,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Arsenic,1C,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Arsenic,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Arsenic,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Arsenic,4,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Cadmium,1C,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Cadmium,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Cadmium,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Cadmium,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Minimum Dissolved Oxygen,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Minimum Dissolved Oxygen,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Minimum Dissolved Oxygen,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Minimum Dissolved Oxygen,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,pH,1C,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,pH,2B,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,pH,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,pH,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,"Temperature, water",1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,"Temperature, water",2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,"Temperature, water",3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,"Temperature, water",4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Total Dissolved Solids,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Total Dissolved Solids,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Total Dissolved Solids,3A,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929200,WEBER R AB WEBER/PROVO DIVERSION,40.73077972,-111.2549061,UT16020101-024_00,Weber River-10,Total Dissolved Solids,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Aluminum,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Aluminum,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Aluminum,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Aluminum,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Ammonia,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Ammonia,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Ammonia,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Ammonia,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Arsenic,1C,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Arsenic,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Arsenic,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Arsenic,4,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Minimum Dissolved Oxygen,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Minimum Dissolved Oxygen,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Minimum Dissolved Oxygen,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Minimum Dissolved Oxygen,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,pH,1C,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,pH,2B,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,pH,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,pH,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,"Temperature, water",1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,"Temperature, water",2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,"Temperature, water",3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,"Temperature, water",4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Total Dissolved Solids,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Total Dissolved Solids,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Total Dissolved Solids,3A,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929490,SMITH MOREHOUSE CK AB CNFL/ WEBER R,40.78494511,-111.155462,UT16020101-026_00,Smith Morehouse River-1,Total Dissolved Solids,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Aluminum,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Aluminum,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Aluminum,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Aluminum,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Ammonia,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Ammonia,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Ammonia,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Ammonia,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Arsenic,1C,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Arsenic,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Arsenic,3A,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Arsenic,4,FS
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Minimum Dissolved Oxygen,1C,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Minimum Dissolved Oxygen,2B,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Minimum Dissolved Oxygen,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,Minimum Dissolved Oxygen,4,NA
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,pH,1C,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,pH,2B,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,pH,3A,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,pH,4,idNE
"1C,2B,3A,4",UTAHDWQ_WQX-4929590,WEBER R AB CNFL/ SMITH MOREHOUSE CK,40.78744995,-111.1335172,UT16020101-025_00,Weber River-11,"Temperature, water",1C,NA
