BEN_CLASS,IR_MLID,IR_MLNAME,IR_Lat,IR_Long,ASSESS_ID,AU_NAME,R3172ParameterName,BeneficialUse,AssessCat
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Ammonia,3A,FS
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Ammonia,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Ammonia,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,pH,2B,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,pH,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,pH,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,pH,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3A,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904810,SPRING CK SC-9,41.65243382,-111.8793864,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Aluminum,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Aluminum,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Aluminum,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Aluminum,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Ammonia,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Ammonia,3A,FS
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Ammonia,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Ammonia,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Arsenic,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Arsenic,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Arsenic,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Arsenic,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,pH,2B,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,pH,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,pH,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,pH,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3A,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904870,HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING,41.675246,-111.875019,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Aluminum,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Aluminum,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Aluminum,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Aluminum,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Ammonia,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Ammonia,3A,FS
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Ammonia,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Ammonia,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Arsenic,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Arsenic,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Arsenic,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Arsenic,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,pH,2B,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,pH,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,pH,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,pH,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3A,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904900,SPRING CK @ CR 376 (MENDON) XING,41.72104537,-111.9280013,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Aluminum,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Aluminum,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Aluminum,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Aluminum,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Ammonia,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Ammonia,3A,NS
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Ammonia,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Ammonia,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Arsenic,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Arsenic,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Arsenic,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Arsenic,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,pH,2B,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,pH,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,pH,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,pH,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3A,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904940,S FK SPRING CK @ US 89 XING,41.66798449,-111.8905052,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,4,idE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Aluminum,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Aluminum,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Aluminum,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Aluminum,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Ammonia,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Ammonia,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Ammonia,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Ammonia,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Arsenic,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Arsenic,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Arsenic,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Arsenic,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Minimum Dissolved Oxygen,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,pH,2B,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,pH,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,pH,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,pH,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,"Temperature, water",4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3A,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904943,S FK SPRING CK W OF HYRUM WWTP AT END OF RD,41.65409949,-111.8888367,UT16010203-008_00,Spring Creek-Cache,Total Dissolved Solids,4,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904970,SPRING CK BL WHITES COLLEGE WARD FH,41.69826222,-111.8921727,UT16010203-008_00,Spring Creek-Cache,Aluminum,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904970,SPRING CK BL WHITES COLLEGE WARD FH,41.69826222,-111.8921727,UT16010203-008_00,Spring Creek-Cache,Aluminum,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904970,SPRING CK BL WHITES COLLEGE WARD FH,41.69826222,-111.8921727,UT16010203-008_00,Spring Creek-Cache,Aluminum,3D,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904970,SPRING CK BL WHITES COLLEGE WARD FH,41.69826222,-111.8921727,UT16010203-008_00,Spring Creek-Cache,Aluminum,4,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904970,SPRING CK BL WHITES COLLEGE WARD FH,41.69826222,-111.8921727,UT16010203-008_00,Spring Creek-Cache,Ammonia,2B,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904970,SPRING CK BL WHITES COLLEGE WARD FH,41.69826222,-111.8921727,UT16010203-008_00,Spring Creek-Cache,Ammonia,3A,idNE
"2B,3A,3D,4",UTAHDWQ_WQX-4904970,SPRING CK BL WHITES COLLEGE WARD FH,41.69826222,-111.8921727,UT16010203-008_00,Spring Creek-Cache,Ammonia,3D,NA
"2B,3A,3D,4",UTAHDWQ_WQX-4904970,SPRING CK BL WHITES COLLEGE WARD FH,41.69826222,-111.8921727,UT16010203-008_00,Spring Creek-Cache,Ammonia,4,NA
